rel,loc,goals,isar,apply,by,bad,isar_ratio,quality
Types_To_Sets/Examples/T2_Spaces.thy,166,12,9,6,8,0,0.6,0.6
Library/RBT_Mapping.thy,248,22,7,5,22,0,0.5833,0.5833
Datatype_Examples/TLList.thy,131,15,18,13,25,0,0.5806,0.5806
Lifting.thy,582,88,29,21,94,0,0.58,0.58
Bali/Basis.thy,277,32,27,20,33,0,0.5745,0.5745
ex/Parallel_Example.thy,108,1,12,9,5,0,0.5714,0.5714
HOLCF/Library/List_Cpo.thy,335,27,72,55,39,0,0.5669,0.5669
SPARK/Examples/Liseq/Longest_Increasing_Subsequence.thy,661,37,222,172,100,0,0.5635,0.5635
MicroJava/BV/BVNoTypeError.thy,475,29,135,105,57,0,0.5625,0.5625
Metis_Examples/Binary_Tree.thy,235,22,52,41,36,0,0.5591,0.5591
Library/Z2.thy,241,17,10,8,23,0,0.5556,0.5556
ZF/Games.thy,956,62,317,261,110,0,0.5484,0.5484
Corec_Examples/Stream_Processor.thy,81,6,6,5,9,0,0.5455,0.5455
Import/HOL_Light_Maps.thy,339,70,12,10,70,0,0.5455,0.5455
Auth/Message.thy,893,135,55,46,120,0,0.5446,0.5446
Bali/TypeRel.thy,703,81,145,125,75,0,0.537,0.537
Quotient_Examples/Lift_Fun.thy,123,1,15,13,11,0,0.5357,0.5357
HOLCF/Domain.thy,716,92,96,89,90,0,0.5189,0.5189
MicroJava/BV/JType.thy,306,14,81,79,28,0,0.5062,0.5062
Bali/Term.thy,486,27,4,4,26,0,0.5,0.5
Bali/Trans.thy,373,3,1,1,3,0,0.5,0.5
HOLCF/Powerdomains.thy,217,16,15,15,15,0,0.5,0.5
Hoare/ExamplesTC.thy,134,8,5,5,9,0,0.5,0.5
Library/Extended.thy,200,10,4,4,15,0,0.5,0.5
Nominal/Examples/Contexts.thy,148,7,5,5,10,0,0.5,0.5
MicroJava/J/Eval.thy,244,17,28,29,6,0,0.4912,0.4912
MicroJava/J/TypeRel.thy,305,23,70,73,24,0,0.4895,0.4895
BNF_Composition.thy,225,36,23,25,44,0,0.4792,0.4792
MicroJava/DFA/Semilat.thy,371,38,73,80,27,0,0.4771,0.4771
HOLCF/ex/Concurrency_Monad.thy,416,38,105,116,43,0,0.4751,0.4751
Bali/Decl.thy,822,71,78,89,63,0,0.4671,0.4671
Library/Lub_Glb.thy,246,55,7,8,53,0,0.4667,0.4667
HOLCF/Fixrec.thy,488,55,36,43,67,0,0.4557,0.4557
ZF/HOLZF.thy,896,85,226,288,98,0,0.4397,0.4397
MicroJava/DFA/Typing_Framework_err.thy,252,12,63,81,23,0,0.4375,0.4375
HOLCF/Algebraic.thy,281,24,34,44,34,0,0.4359,0.4359
HOLCF/UpperPD.thy,535,65,70,97,68,0,0.4192,0.4192
HOLCF/Cfun.thy,522,72,27,38,66,0,0.4154,0.4154
ex/Cartouche_Examples.thy,228,4,7,10,6,0,0.4118,0.4118
MicroJava/JVM/JVMDefensive.thy,169,4,9,13,4,0,0.4091,0.4091
HOLCF/ex/Pattern_Match.thy,606,28,11,16,20,0,0.4074,0.4074
HOLCF/LowerPD.thy,539,65,70,104,66,0,0.4023,0.4023
Imperative_HOL/Array.thy,500,66,7,11,67,0,0.3889,0.3889
UNITY/Simple/Common.thy,118,8,12,19,5,0,0.3871,0.3871
Eisbach/Tests.thy,605,29,62,103,37,0,0.3758,0.3758
HOLCF/Library/Defl_Bifinite.thy,777,56,145,253,67,0,0.3643,0.3643
HOLCF/ConvexPD.thy,639,77,66,118,74,0,0.3587,0.3587
HOLCF/Cpodef.thy,284,20,26,48,14,0,0.3514,0.3514
UNITY/FP.thy,62,8,7,13,6,0,0.35,0.35
UNITY/Union.thy,462,86,22,42,75,0,0.3438,0.3438
HOLCF/Library/Bool_Discrete.thy,72,2,6,12,1,0,0.3333,0.3333
HOLCF/Lift.thy,128,18,5,10,19,0,0.3333,0.3333
HOLCF/Sprod.thy,208,39,5,10,39,0,0.3333,0.3333
SMT_Examples/SMT_Tests_Verit.thy,737,66,2,4,65,0,0.3333,0.3333
Metis_Examples/Big_O.thy,709,78,118,246,114,0,0.3242,0.3242
Quotient_Examples/Lift_FSet.thy,183,21,11,23,18,0,0.3235,0.3235
UNITY/ProgressSets.thy,590,56,55,115,68,0,0.3235,0.3235
Bali/WellType.thy,687,36,21,46,28,0,0.3134,0.3134
HOLCF/Cpo.thy,1462,200,106,240,185,0,0.3064,0.3064
HOLCF/Completion.thy,431,30,64,145,37,0,0.3062,0.3062
Hoare/Pointer_Examples.thy,506,30,55,125,20,0,0.3056,0.3056
Induct/Common_Patterns.thy,405,13,140,0,2,2,1.0,0.3
Nominal/Examples/VC_Condition.thy,211,9,36,0,22,2,1.0,0.3
Nominal/Examples/Weakening.thy,208,5,72,0,39,1,1.0,0.3
Predicate_Compile_Examples/Hotel_Example_Prolog.thy,158,11,2,0,6,5,1.0,0.3
Predicate_Compile_Examples/Reg_Exp_Example.thy,190,7,3,0,1,8,1.0,0.3
Quickcheck_Examples/Quickcheck_Narrowing_Examples.thy,270,29,4,0,2,27,1.0,0.3
Statespace/StateSpaceEx.thy,512,22,13,0,22,1,1.0,0.3
ex/Classical.thy,822,145,1,0,144,2,1.0,0.3
HOLCF/Universal.thy,989,94,123,289,89,0,0.2985,0.2985
ex/Simproc_Tests.thy,767,3,469,3,167,3,0.9936,0.2981
HOLCF/Library/Option_Cpo.thy,293,32,24,58,28,0,0.2927,0.2927
IMP/Hoare_Examples.thy,80,4,6,15,3,0,0.2857,0.2857
ZF/Zet.thy,205,24,30,75,24,0,0.2857,0.2857
Bali/AxSound.thy,2669,26,1666,114,418,1,0.936,0.2808
ex/Bubblesort.thy,82,9,7,18,9,0,0.28,0.28
ex/Perm_Fragments.thy,265,23,91,9,45,4,0.91,0.273
Bali/TypeSafe.thy,3999,99,1874,254,628,1,0.8806,0.2642
Nominal/Examples/Class2.thy,6058,117,1376,3833,461,0,0.2642,0.2642
Real_Asymp/Manual/Real_Asymp_Doc.thy,287,7,22,3,10,1,0.88,0.264
Isar_Examples/Hoare_Ex.thy,319,22,73,13,31,2,0.8488,0.2547
Bali/Eval.thy,1180,67,42,124,49,0,0.253,0.253
Imperative_HOL/ex/List_Sublist.thy,498,44,95,283,28,0,0.2513,0.2513
HOLCF/IOA/NTP/Abschannel.thy,142,5,2,6,2,0,0.25,0.25
Nonstandard_Analysis/NSComplex.thy,604,146,1,3,144,0,0.25,0.25
TLA/Intensional.thy,272,4,1,3,3,0,0.25,0.25
Data_Structures/Tree_Rotations.thy,153,13,35,9,20,1,0.7955,0.2386
Library/AList_Mapping.thy,138,20,8,26,18,0,0.2353,0.2353
Library/Predicate_Compile_Alternative_Defs.thy,263,15,7,24,14,0,0.2258,0.2258
Auth/NS_Public_Bad.thy,227,14,21,8,16,1,0.7241,0.2172
HOLCF/Library/Sum_Cpo.thy,373,47,23,84,34,0,0.215,0.215
Matrix_LP/Matrix.thy,1509,131,291,116,195,1,0.715,0.2145
MicroJava/BV/BVExample.thy,489,43,39,146,30,0,0.2108,0.2108
HOLCF/IOA/ex/TrivEx.thy,73,2,4,15,0,0,0.2105,0.2105
IMP/Abs_Int3.thy,630,44,132,58,76,2,0.6947,0.2084
Hoare/Pointer_ExamplesAbort.thy,31,1,1,4,0,0,0.2,0.2
SMT_Examples/SMT_Examples_Verit.thy,858,76,8,4,79,1,0.6667,0.2
Metis_Examples/Message.thy,733,109,36,152,89,0,0.1915,0.1915
Predicate_Compile_Examples/Lambda_Example.thy,130,4,15,9,6,1,0.625,0.1875
ex/While_Combinator_Example.thy,61,2,5,22,1,0,0.1852,0.1852
Predicate_Compile_Examples/Predicate_Compile_Quickcheck_Examples.thy,352,15,5,4,2,14,0.5556,0.1667
Hoare/Pointers0.thy,435,33,22,123,20,0,0.1517,0.1517
ZF/LProd.thy,185,21,40,44,19,2,0.4762,0.1429
Examples/Records.thy,415,28,27,30,26,1,0.4737,0.1421
HOLCF/IOA/ex/TrivEx2.thy,103,4,4,25,0,0,0.1379,0.1379
ex/Refute_Examples.thy,938,177,4,5,29,152,0.4444,0.1333
Metis_Examples/Tarski.thy,1041,104,49,334,77,0,0.1279,0.1279
MicroJava/Comp/LemmasComp.thy,408,35,26,181,25,0,0.1256,0.1256
Datatype_Examples/Lift_BNF.thy,261,6,3,21,52,0,0.125,0.125
ex/Tree23.thy,433,23,38,55,24,1,0.4086,0.1226
MicroJava/DFA/Kildall.thy,486,17,39,281,14,0,0.1219,0.1219
HOLCF/ex/Powerdomain_ex.thy,114,7,3,22,3,0,0.12,0.12
Quickcheck_Examples/Hotel_Example.thy,194,9,6,9,2,3,0.4,0.12
MicroJava/BV/Correct.thy,341,37,12,90,23,0,0.1176,0.1176
Proofs/Lambda/ListBeta.thy,91,5,6,45,2,0,0.1176,0.1176
Corec_Examples/Tests/Misc_Mono.thy,435,1,12,20,4,24,0.375,0.1125
HOLCF/IOA/Traces.thy,344,27,6,51,13,0,0.1053,0.1053
TPTP/TPTP_Proof_Reconstruction_Test.thy,818,2,5,47,2,0,0.0962,0.0962
MicroJava/DFA/Listn.thy,535,54,26,252,18,0,0.0935,0.0935
HOLCF/IOA/SimCorrectness.thy,277,17,12,120,0,0,0.0909,0.0909
NanoJava/State.thy,179,22,1,10,21,0,0.0909,0.0909
Auth/Shared.thy,257,27,3,31,17,0,0.0882,0.0882
HOLCF/IOA/CompoExecs.thy,240,24,4,43,12,0,0.0851,0.0851
HOLCF/Library/List_Predomain.thy,175,17,4,44,10,0,0.0833,0.0833
NanoJava/OpSem.thy,113,9,1,11,4,0,0.0833,0.0833
UNITY/ListOrder.thy,430,62,10,114,38,0,0.0806,0.0806
Auth/Guard/Extensions.thy,630,120,5,58,101,0,0.0794,0.0794
ex/Reflection_Examples.thy,488,47,9,26,14,22,0.2571,0.0771
Auth/Yahalom2.thy,425,27,3,38,23,0,0.0732,0.0732
Hoare_Parallel/OG_Tactics.thy,501,44,6,76,26,0,0.0732,0.0732
UNITY/WFair.thy,638,72,15,195,29,0,0.0714,0.0714
UNITY/Extend.thy,709,120,10,131,91,0,0.0709,0.0709
Hoare/Examples.thy,351,25,6,80,5,0,0.0698,0.0698
Examples/Rewrite_Examples.thy,302,32,2,27,25,0,0.069,0.069
MicroJava/DFA/Product.thy,142,9,5,70,4,0,0.0667,0.0667
Nitpick_Examples/Manual_Nits.thy,471,47,2,7,5,45,0.2222,0.0667
MicroJava/J/WellForm.thy,726,51,30,422,11,0,0.0664,0.0664
Bali/Example.thy,1387,127,39,552,62,0,0.066,0.066
MicroJava/DFA/Err.thy,345,40,8,114,25,0,0.0656,0.0656
MicroJava/BV/Typing_Framework_JVM.thy,320,22,11,158,12,0,0.0651,0.0651
Nitpick.thy,245,12,1,15,14,0,0.0625,0.0625
HOLCF/IOA/Sequence.thy,1030,131,21,317,57,0,0.0621,0.0621
Hoare_Parallel/OG_Examples.thy,547,16,9,151,3,0,0.0563,0.0563
HOLCF/ex/Dnat.thy,73,6,2,34,0,0,0.0556,0.0556
UNITY/Follows.thy,270,27,6,107,7,0,0.0531,0.0531
IOA/IOA.thy,323,20,4,72,0,0,0.0526,0.0526
SET_Protocol/Event_SET.thy,196,20,1,18,10,0,0.0526,0.0526
Examples/Adhoc_Overloading.thy,255,13,1,19,15,0,0.05,0.05
Auth/Yahalom_Bad.thy,363,22,2,40,12,0,0.0476,0.0476
HOLCF/IMP/Denotational.thy,68,6,1,20,4,0,0.0476,0.0476
SET_Protocol/Purchase.thy,1174,59,11,221,32,0,0.0474,0.0474
Auth/NS_Shared.thy,523,34,5,108,13,0,0.0442,0.0442
Auth/Yahalom.thy,623,43,3,66,44,0,0.0435,0.0435
Auth/CertifiedEmail.thy,482,29,5,113,11,0,0.0424,0.0424
HOLCF/IOA/TLS.thy,171,14,2,46,7,0,0.0417,0.0417
Hoare/Heap.thy,192,28,2,47,18,0,0.0408,0.0408
HOLCF/IOA/Automata.thy,577,52,4,97,38,0,0.0396,0.0396
MicroJava/BV/Altern.thy,73,3,1,25,0,0,0.0385,0.0385
IMPP/Misc.thy,159,15,3,78,0,0,0.037,0.037
Auth/Smartcard/Smartcard.thy,432,43,3,81,13,0,0.0357,0.0357
ex/Transfer_Debug.thy,119,8,3,23,5,3,0.1154,0.0346
Auth/OtwayRees_AN.thy,302,18,1,28,11,0,0.0345,0.0345
Auth/KerberosIV.thy,1839,121,17,478,51,0,0.0343,0.0343
HOLCF/IOA/Storage/Correctness.thy,76,2,1,32,0,0,0.0303,0.0303
Auth/KerberosV.thy,1552,107,12,387,44,0,0.0301,0.0301
NanoJava/TypeRel.thy,130,14,1,34,3,0,0.0286,0.0286
Corec_Examples/Tests/Small_Concrete.thy,180,3,1,10,0,5,0.0909,0.0273
Auth/ZhouGollmann.thy,449,27,3,111,6,0,0.0263,0.0263
Auth/OtwayRees.thy,447,29,1,41,28,0,0.0238,0.0238
Auth/Smartcard/EventSC.thy,417,55,2,82,29,0,0.0238,0.0238
MicroJava/Comp/CorrComp.thy,1284,57,15,617,20,0,0.0237,0.0237
Auth/Kerberos_BAN.thy,731,50,5,210,2,0,0.0233,0.0233
HOLCF/IOA/CompoScheds.thy,506,31,3,126,9,0,0.0233,0.0233
HOLCF/IOA/RefCorrectness.thy,357,19,3,128,3,0,0.0229,0.0229
HOLCF/IOA/ShortExecutions.thy,258,15,3,130,0,0,0.0226,0.0226
UNITY/Comp/Priority.thy,263,30,1,50,13,0,0.0196,0.0196
Eisbach/Examples.thy,247,23,3,45,3,8,0.0625,0.0187
Auth/Guard/P1.thy,640,70,8,148,65,1,0.0513,0.0154
Auth/Guard/P2.thy,564,65,2,140,63,0,0.0141,0.0141
Auth/TLS.thy,910,42,2,144,16,0,0.0137,0.0137
HOLCF/ex/Domain_Proofs.thy,499,37,1,82,26,0,0.012,0.012
NanoJava/Equivalence.thy,316,26,2,177,11,0,0.0112,0.0112
UNITY/Transformers.thy,492,60,2,177,31,0,0.0112,0.0112
HOLCF/IOA/CompoTraces.thy,941,27,5,466,8,0,0.0106,0.0106
HOLCF/IOA/Abstraction.thy,497,44,2,198,13,0,0.01,0.01
IOA/Solve.thy,210,8,1,100,1,0,0.0099,0.0099
Nominal/Examples/Class3.thy,6512,181,50,5146,16,0,0.0096,0.0096
HOLCF/Library/Stream.thy,1019,129,4,415,66,0,0.0095,0.0095
SET_Protocol/Cardholder_Registration.thy,1048,62,2,212,26,0,0.0093,0.0093
Auth/OtwayRees_Bad.thy,294,18,1,35,9,1,0.0278,0.0083
HOLCF/FOCUS/Buffer.thy,385,44,1,129,20,0,0.0077,0.0077
HOLCF/FOCUS/Fstreams.thy,351,46,1,166,27,0,0.006,0.006
SET_Protocol/Message_SET.thy,918,134,1,184,76,0,0.0054,0.0054
UNITY/Comp/Alloc.thy,1092,81,1,196,12,0,0.0051,0.0051
Bali/AxSem.thy,1191,97,5,367,2,2,0.0134,0.004
TLA/Memory/MemoryImplementation.thy,1350,138,1,278,79,0,0.0036,0.0036
Auth/Smartcard/ShoupRubin.thy,1371,78,1,281,1,0,0.0035,0.0035
Auth/Smartcard/ShoupRubinBella.thy,1371,80,1,289,1,0,0.0034,0.0034
MicroJava/Comp/CorrCompTp.thy,2642,136,4,1333,66,0,0.003,0.003
Hoare_Parallel/Gar_Coll.thy,837,34,1,398,0,0,0.0025,0.0025
ATP.thy,155,17,0,0,16,0,0.0,0.0
Algebra/Algebra.thy,10,0,0,0,0,0,0.0,0.0
Algebra/README.thy,75,0,3,0,4,0,1.0,0.0
Analysis/Analysis.thy,62,0,0,0,0,0,0.0,0.0
Analysis/Finite_Function_Topology.thy,146,0,74,0,26,0,1.0,0.0
Analysis/Multivariate_Analysis.thy,13,0,0,0,0,0,0.0,0.0
Analysis/Norm_Arith.thy,152,23,0,3,21,0,0.0,0.0
Analysis/ex/Metric_Arith_Examples.thy,103,26,0,0,26,0,0.0,0.0
Argo.thy,28,0,0,0,0,0,0.0,0.0
Auth/All_Symmetric.thy,16,1,0,0,1,0,0.0,0.0
Auth/Auth_Public.thy,16,0,0,0,0,0,0.0,0.0
Auth/Auth_Shared.thy,28,0,0,0,0,0,0.0,0.0
Auth/Guard/Analz.thy,262,64,0,7,59,0,0.0,0.0
Auth/Guard/Auth_Guard_Public.thy,16,0,0,0,0,0,0.0,0.0
Auth/Guard/Auth_Guard_Shared.thy,14,0,0,0,0,0,0.0,0.0
Auth/Guard/Guard.thy,308,50,0,59,47,0,0.0,0.0
Auth/Guard/GuardK.thy,303,47,0,55,45,0,0.0,0.0
Auth/Guard/Guard_NS_Public.thy,198,15,0,55,14,0,0.0,0.0
Auth/Guard/Guard_OtwayRees.thy,185,11,0,40,11,0,0.0,0.0
Auth/Guard/Guard_Public.thy,168,30,0,10,28,0,0.0,0.0
Auth/Guard/Guard_Yahalom.thy,251,19,0,68,18,0,0.0,0.0
Auth/Guard/List_Msg.thy,149,16,0,0,16,0,0.0,0.0
Auth/Guard/Proto.thy,602,40,0,187,40,0,0.0,0.0
Auth/KerberosIV_Gets.thy,1474,96,0,363,52,0,0.0,0.0
Auth/Kerberos_BAN_Gets.thy,722,51,0,173,14,0,0.0,0.0
Auth/OtwayReesBella.thy,377,27,0,71,16,0,0.0,0.0
Auth/Public.thy,453,60,0,41,44,0,0.0,0.0
Auth/README.thy,39,0,2,0,1,0,1.0,0.0
Auth/Recur.thy,484,30,0,89,6,0,0.0,0.0
Auth/Smartcard/Auth_Smartcard.thy,14,0,0,0,0,0,0.0,0.0
Auth/WooLam.thy,167,11,0,4,9,1,0.0,0.0
BNF_Def.thy,281,64,0,2,63,0,0.0,0.0
Bali/AxExample.thy,284,6,0,202,0,0,0.0,0.0
Bali/Conform.thy,559,81,0,173,45,0,0.0,0.0
Bali/Name.thy,101,3,0,3,2,0,0.0,0.0
Bali/State.thy,826,111,0,198,58,0,0.0,0.0
Bali/Table.thy,417,64,0,60,51,0,0.0,0.0
Bali/Type.thy,47,1,0,0,1,0,0.0,0.0
Bali/Value.thy,51,0,0,0,0,0,0.0,0.0
Basic_BNF_LFPs.thy,116,27,0,0,23,0,0.0,0.0
Cardinals/Cardinals.thy,16,0,0,0,0,0,0.0,0.0
Code_Evaluation.thy,156,4,0,0,4,0,0.0,0.0
Codegenerator_Test/Basic_Setup.thy,34,0,0,0,0,0,0.0,0.0
Codegenerator_Test/Code_Lazy_Test.thy,189,6,0,1,10,0,0.0,0.0
Codegenerator_Test/Code_Test_GHC.thy,30,0,0,0,0,0,0.0,0.0
Codegenerator_Test/Code_Test_MLton.thy,16,0,0,0,0,0,0.0,0.0
Codegenerator_Test/Code_Test_OCaml.thy,30,0,0,0,0,0,0.0,0.0
Codegenerator_Test/Code_Test_PolyML.thy,20,0,0,0,0,0,0.0,0.0
Codegenerator_Test/Code_Test_SMLNJ.thy,16,0,0,0,0,0,0.0,0.0
Codegenerator_Test/Code_Test_Scala.thy,30,0,0,0,0,0,0.0,0.0
Codegenerator_Test/Generate.thy,21,0,0,0,0,0,0.0,0.0
Codegenerator_Test/Generate_Abstract_Char.thy,20,0,0,0,0,0,0.0,0.0
Codegenerator_Test/Generate_Binary_Nat.thy,22,0,0,0,0,0,0.0,0.0
Codegenerator_Test/Generate_Efficient_Datastructures.thy,42,0,0,0,0,0,0.0,0.0
Codegenerator_Test/Generate_Target_Bit_Operations.thy,65,3,0,0,3,0,0.0,0.0
Codegenerator_Test/Generate_Target_GHC.thy,14,0,0,0,0,0,0.0,0.0
Codegenerator_Test/Generate_Target_MLton.thy,17,0,0,0,0,0,0.0,0.0
Codegenerator_Test/Generate_Target_Nat.thy,22,0,0,0,0,0,0.0,0.0
Codegenerator_Test/Generate_Target_OCaml.thy,14,0,0,0,0,0,0.0,0.0
Codegenerator_Test/Generate_Target_Rewrites_To_Bit_Operations.thy,22,0,0,0,0,0,0.0,0.0
Codegenerator_Test/Generate_Target_SMLNJ.thy,14,0,0,0,0,0,0.0,0.0
Codegenerator_Test/Generate_Target_String_Literals.thy,52,3,0,0,3,0,0.0,0.0
Combinatorics/Combinatorics.thy,17,0,0,0,0,0,0.0,0.0
Complex_Analysis/Complex_Analysis.thy,9,0,0,0,0,0,0.0,0.0
Complex_Main.thy,10,0,0,0,0,0,0.0,0.0
Computational_Algebra/Computation_Checks.thy,41,0,0,0,7,0,0.0,0.0
Computational_Algebra/Computational_Algebra.thy,22,0,0,0,0,0,0.0,0.0
Computational_Algebra/Field_as_Ring.thy,132,0,0,0,6,0,0.0,0.0
Corec_Examples/Paper_Examples.thy,116,0,0,4,0,0,0.0,0.0
Corec_Examples/Tests/GPV_Bare_Bones.thy,49,0,1,0,0,1,1.0,0.0
Corec_Examples/Tests/Iterate_GPV.thy,58,3,0,4,3,0,0.0,0.0
Corec_Examples/Tests/Merge_A.thy,33,0,0,0,0,1,0.0,0.0
Corec_Examples/Tests/Merge_B.thy,27,0,0,0,0,2,0.0,0.0
Corec_Examples/Tests/Merge_C.thy,31,0,0,0,0,3,0.0,0.0
Corec_Examples/Tests/Merge_D.thy,42,0,0,0,0,2,0.0,0.0
Corec_Examples/Tests/Merge_Poly.thy,134,0,0,0,0,12,0.0,0.0
Corec_Examples/Tests/Misc_Poly.thy,316,0,2,0,0,25,1.0,0.0
Corec_Examples/Tests/Simple_Nesting.thy,132,0,4,0,2,0,1.0,0.0
Corec_Examples/Tests/Stream_Friends.thy,98,0,0,0,0,3,0.0,0.0
Corec_Examples/Tests/TLList_Friends.thy,127,0,0,0,0,7,0.0,0.0
Corec_Examples/Tests/Type_Class.thy,32,0,0,0,0,1,0.0,0.0
Ctr_Sugar.thy,50,2,0,0,2,0,0.0,0.0
Data_Structures/AList_Upd_Del.thy,166,28,0,10,21,0,0.0,0.0
Data_Structures/Array_Specs.thy,40,0,0,0,0,0,0.0,0.0
Data_Structures/Cmp.thy,25,2,0,0,2,0,0.0,0.0
Data_Structures/Isin2.thy,27,2,0,0,2,0,0.0,0.0
Data_Structures/Less_False.thy,32,0,3,0,0,0,1.0,0.0
Data_Structures/List_Ins_Del.thy,143,23,0,2,20,0,0.0,0.0
Data_Structures/Lookup2.thy,22,1,0,0,1,0,0.0,0.0
Data_Structures/Priority_Queue_Specs.thy,37,0,0,0,0,0,0.0,0.0
Data_Structures/Queue_Spec.thy,29,0,0,0,0,0,0.0,0.0
Data_Structures/RBT.thy,57,0,0,0,0,0,0.0,0.0
Data_Structures/Sorted_Less.thy,63,11,0,0,10,0,0.0,0.0
Data_Structures/Tree2.thy,43,6,0,0,4,0,0.0,0.0
Data_Structures/Tree23.thy,47,1,0,0,1,0,0.0,0.0
Data_Structures/Tree234.thy,47,0,0,0,0,0,0.0,0.0
Datatype_Examples/Compat.thy,219,0,0,0,0,0,0.0,0.0
Datatype_Examples/Cyclic_List.thy,43,6,0,1,9,0,0.0,0.0
Datatype_Examples/Derivation_Trees/DTree.thy,91,12,0,8,7,0,0.0,0.0
Datatype_Examples/Derivation_Trees/Prelim.thy,65,10,0,7,10,0,0.0,0.0
Datatype_Examples/Misc_Codatatype.thy,138,0,0,0,0,0,0.0,0.0
Datatype_Examples/Misc_Datatype.thy,357,0,0,0,30,0,0.0,0.0
Datatype_Examples/Misc_Primcorec.thy,139,0,0,0,0,0,0.0,0.0
Datatype_Examples/Misc_Primrec.thy,142,0,0,0,0,0,0.0,0.0
Datatype_Examples/TreeFsetI.thy,26,1,0,0,1,0,0.0,0.0
Decision_Procs/Decision_Procs.thy,18,0,0,0,0,0,0.0,0.0
Decision_Procs/ex/Approximation_Ex.thy,88,14,0,0,14,0,0.0,0.0
Decision_Procs/ex/Approximation_Quickcheck_Ex.thy,40,5,0,0,1,4,0.0,0.0
Decision_Procs/ex/Commutative_Ring_Ex.thy,135,28,0,0,28,0,0.0,0.0
Decision_Procs/ex/Dense_Linear_Order_Ex.thy,165,47,0,0,47,0,0.0,0.0
Eisbach/Eisbach.thy,151,0,1,0,0,0,1.0,0.0
Eisbach/Eisbach_Old_Appl_Syntax.thy,14,0,0,0,0,0,0.0,0.0
Eisbach/Eisbach_Tools.thy,83,0,0,0,0,0,0.0,0.0
Eisbach/Example_Metric.thy,178,23,0,0,21,0,0.0,0.0
Eisbach/Examples_FOL.thy,101,10,0,15,1,2,0.0,0.0
Examples/Coherent.thy,95,3,0,0,3,0,0.0,0.0
Examples/Commands.thy,78,0,3,0,0,0,1.0,0.0
Examples/Groebner_Examples.thy,117,14,0,6,14,1,0.0,0.0
Examples/Iff_Oracle.thy,79,4,0,2,3,2,0.0,0.0
Examples/Induction_Schema.thy,49,6,0,0,6,0,0.0,0.0
Examples/ML.thy,158,0,0,0,0,0,0.0,0.0
Examples/Seq.thy,36,4,0,0,4,0,0.0,0.0
Fun_Def_Base.thy,23,0,0,0,0,0,0.0,0.0
Groebner_Basis.thy,101,6,0,0,4,0,0.0,0.0
HOLCF/Cprod.thy,47,3,0,0,3,0,0.0,0.0
HOLCF/FOCUS/Buffer_adm.thy,300,20,0,181,5,0,0.0,0.0
HOLCF/FOCUS/FOCUS.thy,30,5,0,0,4,0,0.0,0.0
HOLCF/FOCUS/Fstream.thy,264,31,0,109,12,0,0.0,0.0
HOLCF/FOCUS/Stream_adm.thy,226,17,0,128,1,0,0.0,0.0
HOLCF/HOLCF.thy,18,0,0,0,0,0,0.0,0.0
HOLCF/IMP/HoareEx.thy,34,1,0,8,2,0,0.0,0.0
HOLCF/IOA/ABP/Abschannel.thy,90,0,2,0,0,0,1.0,0.0
HOLCF/IOA/ABP/Abschannel_finite.thy,62,0,2,0,0,0,1.0,0.0
HOLCF/IOA/ABP/Action.thy,17,0,0,0,0,0,0.0,0.0
HOLCF/IOA/ABP/Correctness.thy,330,28,0,114,4,0,0.0,0.0
HOLCF/IOA/ABP/Env.thy,43,0,2,0,0,0,1.0,0.0
HOLCF/IOA/ABP/Impl.thy,36,0,0,0,0,0,0.0,0.0
HOLCF/IOA/ABP/Impl_finite.thy,38,0,0,0,0,0,0.0,0.0
HOLCF/IOA/ABP/Packet.thy,23,0,0,0,0,0,0.0,0.0
HOLCF/IOA/ABP/Receiver.thy,58,0,2,0,0,0,1.0,0.0
HOLCF/IOA/ABP/Sender.thy,56,0,2,0,0,0,1.0,0.0
HOLCF/IOA/ABP/Spec.thy,38,0,2,0,0,0,1.0,0.0
HOLCF/IOA/Asig.thy,77,11,0,0,10,0,0.0,0.0
HOLCF/IOA/Compositionality.thy,78,5,0,32,2,0,0.0,0.0
HOLCF/IOA/Deadlock.thy,99,2,0,54,0,0,0.0,0.0
HOLCF/IOA/IOA.thy,12,0,0,0,0,0,0.0,0.0
HOLCF/IOA/LiveIOA.thy,74,2,0,16,1,0,0.0,0.0
HOLCF/IOA/NTP/Action.thy,17,0,0,0,0,0,0.0,0.0
HOLCF/IOA/NTP/Correctness.thy,103,4,0,39,0,0,0.0,0.0
HOLCF/IOA/NTP/Impl.thy,363,10,0,125,2,0,0.0,0.0
HOLCF/IOA/NTP/Lemmas.thy,33,4,0,0,3,0,0.0,0.0
HOLCF/IOA/NTP/Multiset.thy,96,8,0,25,3,0,0.0,0.0
HOLCF/IOA/NTP/Overview.thy,191,0,1,0,1,0,1.0,0.0
HOLCF/IOA/NTP/Packet.thy,28,1,0,0,1,0,0.0,0.0
HOLCF/IOA/NTP/Spec.thy,41,0,2,0,0,0,1.0,0.0
HOLCF/IOA/Pred.thy,34,0,0,0,0,0,0.0,0.0
HOLCF/IOA/RefMappings.thy,115,7,0,48,1,0,0.0,0.0
HOLCF/IOA/Seq.thy,285,26,0,61,17,0,0.0,0.0
HOLCF/IOA/Simulations.thy,61,4,0,0,4,0,0.0,0.0
HOLCF/IOA/Storage/Action.thy,17,1,0,0,1,0,0.0,0.0
