rel,domain,goals,oneliners,structured,has_sorry
MicroJava/J/State.thy,MicroJava,17,3,14,0
MicroJava/JVM/JVMDefensive.thy,MicroJava,4,3,1,0
NanoJava/AxSem.thy,NanoJava,10,3,7,0
NanoJava/Example.thy,NanoJava,11,3,8,0
NanoJava/OpSem.thy,NanoJava,6,3,3,0
Proofs/Extraction/Higman.thy,Proofs,18,3,15,0
Proofs/Extraction/Warshall.thy,Proofs,10,3,7,0
Quickcheck_Examples/Completeness.thy,Quickcheck_Examples,5,3,2,0
Quickcheck_Examples/Quickcheck_Narrowing_Examples.thy,Quickcheck_Examples,29,3,0,1
Random.thy,.,9,3,6,0
SPARK/Examples/RIPEMD-160/RMD_Lemmas.thy,SPARK,3,3,0,0
SPARK/Examples/RIPEMD-160/Round.thy,SPARK,6,3,3,0
SPARK/Manual/Example_Verification.thy,SPARK,5,3,0,0
TLA/Intensional.thy,TLA,4,3,1,0
Types_To_Sets/Examples/Finite.thy,Types_To_Sets,4,3,1,0
UNITY/Comp/PriorityAux.thy,UNITY,10,3,7,0
ex/Argo_Examples.thy,ex,3,3,0,0
ex/Code_Lazy_Demo.thy,ex,3,3,0,0
ex/Radix_Sort.thy,ex,7,3,4,0
ex/Word_Computations.thy,ex,3,3,0,0
Algebra/Exponent.thy,Algebra,5,2,3,0
Algebra/Ideal_Product.thy,Algebra,20,2,18,0
Algebra/SimpleGroups.thy,Algebra,5,2,3,0
Analysis/Integral_Test.thy,Analysis,6,2,4,0
Bali/Name.thy,Bali,3,2,1,0
Complex_Analysis/Great_Picard.thy,Complex_Analysis,18,2,16,0
Ctr_Sugar.thy,.,2,2,0,0
Data_Structures/AVL_Map.thy,Data_Structures,4,2,2,0
Data_Structures/Cmp.thy,Data_Structures,2,2,0,0
Data_Structures/Isin2.thy,Data_Structures,2,2,0,0
Data_Structures/Queue_2Lists.thy,Data_Structures,2,2,0,0
Datatype_Examples/Lambda_Term.thy,Datatype_Examples,3,2,1,0
Datatype_Examples/Milner_Tofte.thy,Datatype_Examples,3,2,1,0
Examples/Iff_Oracle.thy,Examples,4,2,2,1
HOLCF/IOA/Compositionality.thy,HOLCF,5,2,3,0
HOLCF/IOA/NTP/Abschannel.thy,HOLCF,4,2,2,0
HOLCF/IOA/NTP/Impl.thy,HOLCF,6,2,4,0
Hoare/ExamplesTC.thy,Hoare,8,2,6,0
Hoare_Parallel/RG_Hoare.thy,Hoare_Parallel,43,2,41,0
IMP/Collecting_Examples.thy,IMP,2,2,0,0
IMP/Def_Init_Exp.thy,IMP,2,2,0,0
IMP/Sec_Type_Expr.thy,IMP,2,2,0,0
IMP/VCG_Total_EX2.thy,IMP,6,2,4,0
Imperative_HOL/Heap.thy,Imperative_HOL,2,2,0,0
Imperative_HOL/ex/Imperative_Reverse.thy,Imperative_HOL,5,2,3,0
Induct/ABexp.thy,Induct,2,2,0,0
Isar_Examples/Fibonacci.thy,Isar_Examples,9,2,7,0
Library/Case_Converter.thy,Library,2,2,0,0
Library/Char_ord.thy,Library,2,2,0,0
Library/Complex_Order.thy,Library,2,2,0,0
Library/Debug.thy,Library,2,2,0,0
Library/Power_By_Squaring.thy,Library,3,2,1,0
Library/Suc_Notation.thy,Library,2,2,0,0
MicroJava/Comp/Index.thy,MicroJava,9,2,7,0
MicroJava/J/Eval.thy,MicroJava,10,2,8,0
MicroJava/J/Exceptions.thy,MicroJava,4,2,2,0
Nitpick_Examples/Refute_Nits.thy,Nitpick_Examples,250,2,46,1
Nominal/Examples/Compile.thy,Nominal,3,2,1,0
Nominal/Examples/Weakening.thy,Nominal,5,2,3,1
Predicate_Compile_Examples/Hotel_Example_Small_Generator.thy,Predicate_Compile_Examples,3,2,0,1
Predicate_Compile_Examples/Predicate_Compile_Quickcheck_Examples.thy,Predicate_Compile_Examples,15,2,1,1
Proofs/Lambda/InductTermi.thy,Proofs,5,2,3,0
Quickcheck_Examples/Hotel_Example.thy,Quickcheck_Examples,7,2,2,1
Quickcheck_Random.thy,.,3,2,1,0
Quotient_Examples/Int_Pow.thy,Quotient_Examples,7,2,5,0
Real_Asymp/Lazy_Eval.thy,Real_Asymp,2,2,0,0
SPARK/Examples/RIPEMD-160/Hash.thy,SPARK,4,2,2,0
Statespace/StateSpaceLocale.thy,Statespace,3,2,1,0
TLA/Buffer/DBuffer.thy,TLA,11,2,9,0
TLA/Memory/ProcedureInterface.thy,TLA,2,2,0,0
Typerep.thy,.,2,2,0,0
UNITY/Simple/Channel.thy,UNITY,6,2,4,0
UNITY/Simple/Common.thy,UNITY,8,2,6,0
UNITY/Simple/NSP_Bad.thy,UNITY,15,2,13,1
UNITY/Simple/Token.thy,UNITY,10,2,8,0
ex/Birthday_Paradox.thy,ex,5,2,3,0
ex/Cartouche_Examples.thy,ex,4,2,2,0
ex/Execute_Choice.thy,ex,4,2,2,0
ex/Interpretation_in_nested_targets.thy,ex,2,2,0,0
ex/Lagrange.thy,ex,2,2,0,0
ex/Note_on_signed_division_on_words.thy,ex,3,2,1,0
ex/Pythagoras.thy,ex,2,2,0,0
ex/Simproc_Tests.thy,ex,3,2,1,1
ex/Sqrt_Script.thy,ex,6,2,4,0
ex/Transfer_Debug.thy,ex,8,2,6,1
Algebra/SndIsomorphismGrp.thy,Algebra,9,1,8,0
Analysis/Jordan_Curve.thy,Analysis,6,1,5,0
Auth/All_Symmetric.thy,Auth,1,1,0,0
Auth/Smartcard/ShoupRubin.thy,Auth,78,1,76,0
Auth/Smartcard/ShoupRubinBella.thy,Auth,80,1,78,0
Bali/Type.thy,Bali,1,1,0,0
Cardinals/Wellfounded_More.thy,Cardinals,2,1,1,0
Codegenerator_Test/Candidates.thy,Codegenerator_Test,1,1,0,0
Complex_Analysis/Residue_Theorem.thy,Complex_Analysis,14,1,13,0
Data_Structures/Base_FDS.thy,Data_Structures,2,1,0,0
Data_Structures/Lookup2.thy,Data_Structures,1,1,0,0
Data_Structures/Tree23.thy,Data_Structures,1,1,0,0
Datatype_Examples/TreeFI.thy,Datatype_Examples,2,1,1,0
Datatype_Examples/TreeFsetI.thy,Datatype_Examples,1,1,0,0
Decision_Procs/ex/Approximation_Quickcheck_Ex.thy,Decision_Procs,5,1,0,1
Eisbach/Examples_FOL.thy,Eisbach,8,1,7,1
Examples/Knaster_Tarski.thy,Examples,3,1,2,0
Examples/Sqrt.thy,Examples,4,1,3,0
HOLCF/FOCUS/Stream_adm.thy,HOLCF,15,1,14,0
HOLCF/IOA/LiveIOA.thy,HOLCF,2,1,1,0
HOLCF/IOA/NTP/Packet.thy,HOLCF,1,1,0,0
HOLCF/IOA/NTP/Receiver.thy,HOLCF,1,1,0,0
HOLCF/IOA/NTP/Sender.thy,HOLCF,1,1,0,0
HOLCF/IOA/RefMappings.thy,HOLCF,7,1,6,0
HOLCF/IOA/Storage/Action.thy,HOLCF,1,1,0,0
HOLCF/IOA/Storage/Impl.thy,HOLCF,1,1,0,0
HOLCF/Library/Bool_Discrete.thy,HOLCF,2,1,1,0
Hahn_Banach/Bounds.thy,Hahn_Banach,3,1,2,0
Hahn_Banach/Function_Norm.thy,Hahn_Banach,8,1,7,0
Hahn_Banach/Hahn_Banach.thy,Hahn_Banach,4,1,2,0
Hahn_Banach/Hahn_Banach_Ext_Lemmas.thy,Hahn_Banach,4,1,3,0
Hahn_Banach/Zorn_Lemma.thy,Hahn_Banach,2,1,1,0
Hoare/HeapSyntax.thy,Hoare,1,1,0,0
Hoare/HeapSyntaxAbort.thy,Hoare,1,1,0,0
Hoare/Hoare_Tac.thy,Hoare,1,1,0,0
Hoare/Separation.thy,Hoare,9,1,8,0
Hoare_Parallel/OG_Examples.thy,Hoare_Parallel,16,1,15,0
IMP/AExp.thy,IMP,4,1,3,0
IMP/Abs_Int1_const.thy,IMP,1,1,0,0
IMP/Def_Init.thy,IMP,1,1,0,0
IMP/Def_Init_Big.thy,IMP,2,1,1,0
IMP/Hoare_Examples.thy,IMP,4,1,3,0
IMP/Sec_TypingT.thy,IMP,7,1,6,0
IMP/Star.thy,IMP,2,1,1,0
IMP/VCG.thy,IMP,5,1,4,0
IOA/Solve.thy,IOA,8,1,7,0
Induct/Nested_Datatype.thy,Induct,3,1,2,0
Induct/Term.thy,Induct,2,1,1,0
Inequalities.thy,.,2,1,1,0
Isar_Examples/Group.thy,Isar_Examples,9,1,8,0
Library/Code_Target_Numeral_Float.thy,Library,1,1,0,0
Library/Prefix_Order.thy,Library,1,1,0,0
Library/Rewrite.thy,Library,2,1,1,0
Limited_Sequence.thy,.,1,1,0,0
Matrix_LP/Cplex.thy,Matrix_LP,2,1,1,0
MicroJava/BV/EffectMono.thy,MicroJava,8,1,7,0
MicroJava/BV/JVM.thy,MicroJava,6,1,5,0
MicroJava/BV/LBVJVM.thy,MicroJava,7,1,6,0
MicroJava/DFA/Typing_Framework_err.thy,MicroJava,11,1,10,0
MicroJava/J/Example.thy,MicroJava,35,1,34,0
MicroJava/J/JTypeSafe.thy,MicroJava,11,1,10,0
MicroJava/J/WellType.thy,MicroJava,8,1,7,0
MicroJava/JVM/JVMExceptions.thy,MicroJava,1,1,0,0
Nitpick_Examples/Special_Nits.thy,Nitpick_Examples,21,1,0,1
Nominal/Examples/Height.thy,Nominal,2,1,1,0
Predicate_Compile_Examples/Examples.thy,Predicate_Compile_Examples,1,1,0,0
Predicate_Compile_Examples/Hotel_Example.thy,Predicate_Compile_Examples,1,1,0,0
Predicate_Compile_Examples/Lambda_Example.thy,Predicate_Compile_Examples,4,1,2,1
Probability/Discrete_Topology.thy,Probability,1,1,0,0
Probability/Helly_Selection.thy,Probability,4,1,3,0
Probability/Levy.thy,Probability,6,1,5,0
Prolog/Test.thy,Prolog,12,1,11,1
Proofs/Extraction/Greatest_Common_Divisor.thy,Proofs,2,1,1,0
Proofs/Extraction/QuotRem.thy,Proofs,2,1,1,0
Proofs/Lambda/Commutation.thy,Proofs,18,1,17,0
Proofs/Lambda/ListBeta.thy,Proofs,5,1,4,0
Proofs/Lambda/StrongNorm.thy,Proofs,8,1,7,0
Proofs/Lambda/WeakNorm.thy,Proofs,7,1,6,0
Proofs/ex/XML_Data.thy,Proofs,1,1,0,0
Random_Pred.thy,.,1,1,0,0
SPARK/Manual/Proc1.thy,SPARK,1,1,0,0
SPARK/Manual/Reference.thy,SPARK,1,1,0,0
SPARK/SPARK.thy,SPARK,1,1,0,0
TLA/Buffer/Buffer.thy,TLA,4,1,3,0
TLA/Memory/MemoryParameters.thy,TLA,1,1,0,0
TPTP/TPTP_Proof_Reconstruction_Test.thy,TPTP,2,1,1,0
UNITY/Comp/AllocImpl.thy,UNITY,12,1,11,0
UNITY/Detects.thy,UNITY,7,1,6,0
ex/Chinese.thy,ex,1,1,0,0
ex/HarmonicSeries.thy,ex,5,1,4,0
ex/Hebrew.thy,ex,1,1,0,0
ex/Join_Theory.thy,ex,1,1,0,0
ex/Parallel_Example.thy,ex,1,1,0,0
ex/Specifications_with_bundle_mixins.thy,ex,2,1,1,0
ex/veriT_Preprocessing.thy,ex,1,1,0,0
Algebra/Algebra.thy,Algebra,0,0,0,0
Algebra/README.thy,Algebra,0,0,0,0
Analysis/Analysis.thy,Analysis,0,0,0,0
Analysis/Finite_Function_Topology.thy,Analysis,0,0,0,0
Analysis/Function_Metric.thy,Analysis,4,0,4,0
Analysis/Multivariate_Analysis.thy,Analysis,0,0,0,0
Analysis/Regularity.thy,Analysis,1,0,1,0
Argo.thy,.,0,0,0,0
Auth/Auth_Public.thy,Auth,0,0,0,0
Auth/Auth_Shared.thy,Auth,0,0,0,0
Auth/Guard/Auth_Guard_Public.thy,Auth,0,0,0,0
Auth/Guard/Auth_Guard_Shared.thy,Auth,0,0,0,0
Auth/Guard/README_Guard.thy,Auth,3,0,1,0
Auth/Kerberos_BAN.thy,Auth,47,0,47,0
Auth/README.thy,Auth,0,0,0,0
Auth/Smartcard/Auth_Smartcard.thy,Auth,0,0,0,0
Bali/AxExample.thy,Bali,6,0,6,0
Bali/AxSem.thy,Bali,92,0,92,1
Bali/Value.thy,Bali,0,0,0,0
Cardinals/Cardinals.thy,Cardinals,0,0,0,0
Codegenerator_Test/Basic_Setup.thy,Codegenerator_Test,0,0,0,0
Codegenerator_Test/Code_Test_GHC.thy,Codegenerator_Test,0,0,0,0
Codegenerator_Test/Code_Test_MLton.thy,Codegenerator_Test,0,0,0,0
Codegenerator_Test/Code_Test_OCaml.thy,Codegenerator_Test,0,0,0,0
Codegenerator_Test/Code_Test_PolyML.thy,Codegenerator_Test,0,0,0,0
Codegenerator_Test/Code_Test_SMLNJ.thy,Codegenerator_Test,0,0,0,0
Codegenerator_Test/Code_Test_Scala.thy,Codegenerator_Test,0,0,0,0
Codegenerator_Test/Generate.thy,Codegenerator_Test,0,0,0,0
Codegenerator_Test/Generate_Abstract_Char.thy,Codegenerator_Test,0,0,0,0
Codegenerator_Test/Generate_Binary_Nat.thy,Codegenerator_Test,0,0,0,0
Codegenerator_Test/Generate_Efficient_Datastructures.thy,Codegenerator_Test,0,0,0,0
Codegenerator_Test/Generate_Target_GHC.thy,Codegenerator_Test,0,0,0,0
Codegenerator_Test/Generate_Target_MLton.thy,Codegenerator_Test,0,0,0,0
Codegenerator_Test/Generate_Target_Nat.thy,Codegenerator_Test,0,0,0,0
Codegenerator_Test/Generate_Target_OCaml.thy,Codegenerator_Test,0,0,0,0
Codegenerator_Test/Generate_Target_Rewrites_To_Bit_Operations.thy,Codegenerator_Test,0,0,0,0
Codegenerator_Test/Generate_Target_SMLNJ.thy,Codegenerator_Test,0,0,0,0
Combinatorics/Combinatorics.thy,Combinatorics,0,0,0,0
Complex_Analysis/Complex_Analysis.thy,Complex_Analysis,0,0,0,0
Complex_Main.thy,.,0,0,0,0
Computational_Algebra/Computation_Checks.thy,Computational_Algebra,0,0,0,0
Computational_Algebra/Computational_Algebra.thy,Computational_Algebra,0,0,0,0
Computational_Algebra/Field_as_Ring.thy,Computational_Algebra,0,0,0,0
Corec_Examples/Paper_Examples.thy,Corec_Examples,0,0,0,0
Corec_Examples/Tests/GPV_Bare_Bones.thy,Corec_Examples,0,0,0,1
Corec_Examples/Tests/Merge_A.thy,Corec_Examples,0,0,0,1
Corec_Examples/Tests/Merge_B.thy,Corec_Examples,0,0,0,1
Corec_Examples/Tests/Merge_C.thy,Corec_Examples,0,0,0,1
Corec_Examples/Tests/Merge_D.thy,Corec_Examples,0,0,0,1
Corec_Examples/Tests/Merge_Poly.thy,Corec_Examples,0,0,0,1
Corec_Examples/Tests/Misc_Mono.thy,Corec_Examples,1,0,1,1
Corec_Examples/Tests/Misc_Poly.thy,Corec_Examples,0,0,0,1
Corec_Examples/Tests/Simple_Nesting.thy,Corec_Examples,0,0,0,0
Corec_Examples/Tests/Small_Concrete.thy,Corec_Examples,3,0,3,1
Corec_Examples/Tests/Stream_Friends.thy,Corec_Examples,0,0,0,1
Corec_Examples/Tests/TLList_Friends.thy,Corec_Examples,0,0,0,1
Corec_Examples/Tests/Type_Class.thy,Corec_Examples,0,0,0,1
Data_Structures/Array_Specs.thy,Data_Structures,0,0,0,0
Data_Structures/Heaps.thy,Data_Structures,0,0,0,0
Data_Structures/Less_False.thy,Data_Structures,0,0,0,0
Data_Structures/Map_Specs.thy,Data_Structures,0,0,0,0
Data_Structures/Priority_Queue_Specs.thy,Data_Structures,0,0,0,0
Data_Structures/Queue_Spec.thy,Data_Structures,0,0,0,0
Data_Structures/RBT.thy,Data_Structures,0,0,0,0
Data_Structures/Set_Specs.thy,Data_Structures,0,0,0,0
Data_Structures/Tree234.thy,Data_Structures,0,0,0,0
Datatype_Examples/Compat.thy,Datatype_Examples,0,0,0,0
Datatype_Examples/Misc_Codatatype.thy,Datatype_Examples,0,0,0,0
Datatype_Examples/Misc_Datatype.thy,Datatype_Examples,0,0,0,0
Datatype_Examples/Misc_Primcorec.thy,Datatype_Examples,0,0,0,0
Datatype_Examples/Misc_Primrec.thy,Datatype_Examples,0,0,0,0
Decision_Procs/Decision_Procs.thy,Decision_Procs,0,0,0,0
Eisbach/Eisbach.thy,Eisbach,0,0,0,0
Eisbach/Eisbach_Old_Appl_Syntax.thy,Eisbach,0,0,0,0
Eisbach/Eisbach_Tools.thy,Eisbach,0,0,0,0
Examples/Commands.thy,Examples,0,0,0,0
Examples/Drinker.thy,Examples,2,0,2,0
Examples/ML.thy,Examples,0,0,0,0
Examples/Peirce.thy,Examples,2,0,2,0
Fun_Def_Base.thy,.,0,0,0,0
HOLCF/HOLCF.thy,HOLCF,0,0,0,0
HOLCF/IMP/HoareEx.thy,HOLCF,1,0,1,0
HOLCF/IOA/ABP/Abschannel.thy,HOLCF,0,0,0,0
HOLCF/IOA/ABP/Abschannel_finite.thy,HOLCF,0,0,0,0
HOLCF/IOA/ABP/Action.thy,HOLCF,0,0,0,0
HOLCF/IOA/ABP/Env.thy,HOLCF,0,0,0,0
HOLCF/IOA/ABP/Impl.thy,HOLCF,0,0,0,0
HOLCF/IOA/ABP/Impl_finite.thy,HOLCF,0,0,0,0
HOLCF/IOA/ABP/Packet.thy,HOLCF,0,0,0,0
HOLCF/IOA/ABP/Receiver.thy,HOLCF,0,0,0,0
HOLCF/IOA/ABP/Sender.thy,HOLCF,0,0,0,0
HOLCF/IOA/ABP/Spec.thy,HOLCF,0,0,0,0
HOLCF/IOA/Deadlock.thy,HOLCF,2,0,2,0
HOLCF/IOA/IOA.thy,HOLCF,0,0,0,0
HOLCF/IOA/NTP/Action.thy,HOLCF,0,0,0,0
HOLCF/IOA/NTP/Correctness.thy,HOLCF,2,0,2,0
HOLCF/IOA/NTP/Overview.thy,HOLCF,0,0,0,0
HOLCF/IOA/NTP/Spec.thy,HOLCF,0,0,0,0
HOLCF/IOA/Pred.thy,HOLCF,0,0,0,0
HOLCF/IOA/ShortExecutions.thy,HOLCF,15,0,15,0
HOLCF/IOA/SimCorrectness.thy,HOLCF,14,0,14,0
HOLCF/IOA/Storage/Correctness.thy,HOLCF,2,0,2,0
HOLCF/IOA/Storage/Spec.thy,HOLCF,0,0,0,0
HOLCF/IOA/ex/TrivEx.thy,HOLCF,2,0,2,0
HOLCF/IOA/ex/TrivEx2.thy,HOLCF,4,0,4,0
HOLCF/Library/Char_Discrete.thy,HOLCF,0,0,0,0
HOLCF/Library/HOLCF_Library.thy,HOLCF,0,0,0,0
HOLCF/Library/HOL_Cpo.thy,HOLCF,0,0,0,0
HOLCF/Library/Int_Discrete.thy,HOLCF,0,0,0,0
HOLCF/Library/Nat_Discrete.thy,HOLCF,0,0,0,0
HOLCF/README.thy,HOLCF,0,0,0,0
HOLCF/Tutorial/New_Domain.thy,HOLCF,1,0,1,0
HOLCF/ex/Dagstuhl.thy,HOLCF,9,0,9,0
HOLCF/ex/Dnat.thy,HOLCF,5,0,5,0
HOLCF/ex/Fix2.thy,HOLCF,2,0,2,0
HOLCF/ex/Focus_ex.thy,HOLCF,7,0,7,0
HOLCF/ex/Letrec.thy,HOLCF,0,0,0,0
HOLCF/ex/Loop.thy,HOLCF,14,0,14,0
Hahn_Banach/Hahn_Banach_Lemmas.thy,Hahn_Banach,0,0,0,0
Hahn_Banach/Hahn_Banach_Sup_Lemmas.thy,Hahn_Banach,10,0,10,0
Hahn_Banach/Linearform.thy,Hahn_Banach,3,0,3,0
Hahn_Banach/Normed_Space.thy,Hahn_Banach,4,0,4,0
Hoare/Arith2.thy,Hoare,10,0,10,0
Hoare/Hoare_Syntax.thy,Hoare,0,0,0,0
Hoare/Pointer_ExamplesAbort.thy,Hoare,1,0,1,0
Hoare/README.thy,Hoare,0,0,0,0
Hoare_Parallel/Gar_Coll.thy,Hoare_Parallel,28,0,28,0
Hoare_Parallel/Graph.thy,Hoare_Parallel,17,0,17,0
Hoare_Parallel/Hoare_Parallel.thy,Hoare_Parallel,0,0,0,0
Hoare_Parallel/Mul_Gar_Coll.thy,Hoare_Parallel,35,0,35,0
Hoare_Parallel/OG_Com.thy,Hoare_Parallel,0,0,0,0
Hoare_Parallel/OG_Hoare.thy,Hoare_Parallel,21,0,21,0
Hoare_Parallel/OG_Syntax.thy,Hoare_Parallel,0,0,0,0
Hoare_Parallel/OG_Tran.thy,Hoare_Parallel,17,0,17,0
Hoare_Parallel/Quote_Antiquote.thy,Hoare_Parallel,0,0,0,0
Hoare_Parallel/RG_Com.thy,Hoare_Parallel,0,0,0,0
Hoare_Parallel/RG_Syntax.thy,Hoare_Parallel,0,0,0,0
Homology/Homology.thy,Homology,0,0,0,0
IMP/ASM.thy,IMP,2,0,2,0
IMP/Abs_Int1_parity.thy,IMP,0,0,0,0
IMP/Abs_Int_Tests.thy,IMP,0,0,0,0
IMP/Abs_Int_init.thy,IMP,0,0,0,0
IMP/BExp.thy,IMP,4,0,4,0
IMP/C_like.thy,IMP,0,0,0,0
IMP/Com.thy,IMP,0,0,0,0
IMP/Def_Init_Small.thy,IMP,4,0,4,0
IMP/Halting.thy,IMP,2,0,2,0
IMP/OO.thy,IMP,0,0,0,0
IMP/Poly_Types.thy,IMP,3,0,3,0
IMP/Procs.thy,IMP,0,0,0,0
IMP/Procs_Dyn_Vars_Dyn.thy,IMP,0,0,0,0
IMP/Procs_Stat_Vars_Dyn.thy,IMP,0,0,0,0
IMP/Procs_Stat_Vars_Stat.thy,IMP,0,0,0,0
IMP/Sec_Typing.thy,IMP,7,0,7,0
IMP/VCG_Total_EX.thy,IMP,1,0,1,0
IMPP/Com.thy,IMPP,2,0,2,0
IMPP/EvenOdd.thy,IMPP,8,0,8,0
IMPP/Hoare.thy,IMPP,38,0,38,0
IMPP/Misc.thy,IMPP,15,0,15,0
IMPP/Natural.thy,IMPP,8,0,8,0
IOA/Asig.thy,IOA,2,0,2,0
IOA/IOA.thy,IOA,18,0,18,0
Imperative_HOL/Imperative_HOL.thy,Imperative_HOL,0,0,0,0
Imperative_HOL/Imperative_HOL_ex.thy,Imperative_HOL,0,0,0,0
Imperative_HOL/Overview.thy,Imperative_HOL,0,0,0,0
Import/HOL_Light_Import.thy,Import,0,0,0,0
Import/Import_Setup.thy,Import,0,0,0,0
Induct/Common_Patterns.thy,Induct,12,0,12,1
Induct/Ordinals.thy,Induct,0,0,0,0
Induct/Sigma_Algebra.thy,Induct,2,0,2,0
Isar_Examples/Expr_Compiler.thy,Isar_Examples,5,0,4,0
Isar_Examples/Group_Context.thy,Isar_Examples,4,0,4,0
Isar_Examples/Group_Notepad.thy,Isar_Examples,0,0,0,0
Isar_Examples/Puzzle.thy,Isar_Examples,1,0,1,0
Isar_Examples/Structured_Statements.thy,Isar_Examples,0,0,0,0
Isar_Examples/Summation.thy,Isar_Examples,4,0,4,0
Library/BNF_Axiomatization.thy,Library,0,0,0,0
Library/Code_Prolog.thy,Library,0,0,0,0
Library/Code_Target_Numeral.thy,Library,0,0,0,0
Library/Datatype_Records.thy,Library,0,0,0,0
Library/LaTeXsugar.thy,Library,0,0,0,0
Library/Library.thy,Library,0,0,0,0
Library/Monad_Syntax.thy,Library,0,0,0,0
Library/Open_State_Syntax.thy,Library,0,0,0,0
Library/OptionalSugar.thy,Library,0,0,0,0
Library/Predicate_Compile_Quickcheck.thy,Library,0,0,0,0
Library/Quotient_Syntax.thy,Library,0,0,0,0
Library/README.thy,Library,0,0,0,0
Library/Realizers.thy,Library,0,0,0,0
Library/Reflection.thy,Library,0,0,0,0
Library/Refute.thy,Library,0,0,0,0
Library/Simps_Case_Conv.thy,Library,0,0,0,0
Library/Sum_of_Squares.thy,Library,0,0,0,0
Library/Time_Commands.thy,Library,0,0,0,0
Main.thy,.,0,0,0,0
Matrix_LP/Compute_Oracle/Compute_Oracle.thy,Matrix_LP,0,0,0,0
Matrix_LP/LP.thy,Matrix_LP,5,0,5,0
Metis_Examples/Binary_Tree.thy,Metis_Examples,22,0,22,0
Metis_Examples/Sledgehammer_Isar_Proofs.thy,Metis_Examples,0,0,0,0
Metis_Examples/Trans_Closure.thy,Metis_Examples,3,0,3,0
MicroJava/BV/Altern.thy,MicroJava,3,0,3,0
MicroJava/Comp/TranslComp.thy,MicroJava,0,0,0,0
MicroJava/DFA/Abstract_BV.thy,MicroJava,0,0,0,0
MicroJava/DFA/Semilattices.thy,MicroJava,0,0,0,0
MicroJava/DFA/Typing_Framework.thy,MicroJava,0,0,0,0
MicroJava/J/Decl.thy,MicroJava,1,0,1,0
MicroJava/J/SystemClasses.thy,MicroJava,0,0,0,0
MicroJava/J/Term.thy,MicroJava,0,0,0,0
MicroJava/J/Type.thy,MicroJava,0,0,0,0
MicroJava/J/Value.thy,MicroJava,0,0,0,0
MicroJava/JVM/JVMExec.thy,MicroJava,0,0,0,0
MicroJava/JVM/JVMExecInstr.thy,MicroJava,0,0,0,0
MicroJava/JVM/JVMInstructions.thy,MicroJava,0,0,0,0
MicroJava/JVM/JVMState.thy,MicroJava,1,0,1,0
MicroJava/MicroJava.thy,MicroJava,0,0,0,0
Mirabelle.thy,.,0,0,0,0
Mutabelle/MutabelleExtra.thy,Mutabelle,0,0,0,0
NanoJava/Decl.thy,NanoJava,1,0,1,0
NanoJava/Term.thy,NanoJava,0,0,0,0
Nitpick_Examples/Datatype_Nits.thy,Nitpick_Examples,14,0,0,1
Nitpick_Examples/Hotel_Nits.thy,Nitpick_Examples,1,0,0,1
Nitpick_Examples/Induct_Nits.thy,Nitpick_Examples,21,0,0,1
Nitpick_Examples/Integer_Nits.thy,Nitpick_Examples,44,0,0,1
Nitpick_Examples/Mini_Nits.thy,Nitpick_Examples,0,0,0,0
Nitpick_Examples/Mono_Nits.thy,Nitpick_Examples,0,0,0,0
Nitpick_Examples/Nitpick_Examples.thy,Nitpick_Examples,0,0,0,0
Nitpick_Examples/Pattern_Nits.thy,Nitpick_Examples,21,0,0,1
Nitpick_Examples/Record_Nits.thy,Nitpick_Examples,15,0,0,1
Nitpick_Examples/Tests_Nits.thy,Nitpick_Examples,0,0,0,0
Nominal/Examples/Lambda_mu.thy,Nominal,0,0,0,0
Nonstandard_Analysis/Hypercomplex.thy,Nonstandard_Analysis,0,0,0,0
Nonstandard_Analysis/Hyperreal.thy,Nonstandard_Analysis,0,0,0,0
Nonstandard_Analysis/Nonstandard_Analysis.thy,Nonstandard_Analysis,0,0,0,0
Number_Theory/Number_Theory.thy,Number_Theory,0,0,0,0
Nunchaku.thy,.,0,0,0,0
Predicate_Compile_Examples/Code_Prolog_Examples.thy,Predicate_Compile_Examples,0,0,0,0
Predicate_Compile_Examples/IMP_1.thy,Predicate_Compile_Examples,1,0,0,1
Predicate_Compile_Examples/IMP_2.thy,Predicate_Compile_Examples,1,0,0,1
Predicate_Compile_Examples/IMP_3.thy,Predicate_Compile_Examples,1,0,0,1
Predicate_Compile_Examples/IMP_4.thy,Predicate_Compile_Examples,1,0,0,1
Predicate_Compile_Examples/List_Examples.thy,Predicate_Compile_Examples,1,0,0,1
Predicate_Compile_Examples/Reg_Exp_Example.thy,Predicate_Compile_Examples,7,0,0,1
Probability/Central_Limit_Theorem.thy,Probability,2,0,2,0
Probability/Probability.thy,Probability,0,0,0,0
Prolog/Func.thy,Prolog,0,0,0,0
Prolog/HOHH.thy,Prolog,0,0,0,0
Prolog/Type.thy,Prolog,0,0,0,1
Proofs/Extraction/Higman_Extraction.thy,Proofs,0,0,0,0
Proofs/Extraction/Pigeonhole.thy,Proofs,2,0,2,0
Proofs/Extraction/Util.thy,Proofs,3,0,3,0
Proofs/Lambda/ListOrder.thy,Proofs,12,0,12,0
Proofs/ex/Hilbert_Classical.thy,Proofs,3,0,3,0
Proofs/ex/Proof_Terms.thy,Proofs,2,0,1,0
Quickcheck_Examples/Quickcheck_Interfaces.thy,Quickcheck_Examples,0,0,0,0
Quickcheck_Examples/Quickcheck_Nesting.thy,Quickcheck_Examples,0,0,0,0
